,Refcode,DOI,Authors,Journal,Journal year,Journal volume,Journal page or number,Cation SMILES,Cation substructure SMILES,Space group,Int Tables number,Temperature,a,b,c,alpha,beta,gamma,V,Z,R factor,MX4 type,M,X,X_t1,X_t2,X_d1,X_d2,X_d3,X_d4,t1_t2,t1_d1,t1_d2,t1_d3,t1_d4,t2_d1,t2_d2,t2_d3,t2_d4,d1_d2,d1_d3,d1_d4,d2_d3,d2_d4,d3_d4,d_average,delta_d,sigma_2,X...X contacts,VdW contacts,N_XX,N_VdW,XX_min,XX_average,VdW_average,Type of bandgap,Bandgap,Bangap estimation comments
78,IBIJUC,10.1021/jacs.1c06567,"Li Yao, Zhouxiaosong Zeng, Chengkun Cai, Peng Xu, Honggang Gu, Liang Gao, Junbo Han, Xiaowei Zhang, Xi Wang, Xiao Wang, Anlian Pan, Jian Wang, Wenxi Liang, Shiyuan Liu, Chao Chen, Jiang Tang",J.Am.Chem.Soc. ,2021,143.0,16095,[NH3+][C@H](C)c1ccccc1,[NH3+][C@H](C)c1ccccc1,P212121,19,295.0,7.6892,13.01898,33.37932,90.0,90.0,90.0,3341.455,4,2.35,alpha,Bi,I,2.9251,2.9656,3.263,3.1051,3.279,3.066,92.112,94.232,92.064,171.684,90.66,170.464,92.073,91.578,91.456,86.199,82.667,90.284,86.432,173.182,90.968,3.1006,0.0019036,23.9227,5.4581 4.0038 4.2759 4.617 4.6007,4.0038,4.5,1.0,4.0038,4.5911,4.0038,,1.86,
79,IBIJUC01,10.1021/acs.jpclett.2c00698,"Zhen Li, Yan Yan, Mu-Sen Song, Jia-Yu Xin, Hai-Yu Wang, Hai Wang, Yu Wang",J.Phys.Chem.Lett. ,2022,13.0,4073,[NH3+][C@H](C)c1ccccc1,[NH3+][C@H](C)c1ccccc1,P212121,19,293.0,7.6898,13.0048,33.332,90.0,90.0,90.0,3333.344,4,3.69,alpha,Bi,I,2.92,2.9631,3.2596,3.104,3.2756,3.0652,92.08,94.243,92.087,171.706,90.646,170.476,92.04,91.516,91.512,86.202,82.755,90.257,86.431,173.122,90.968,3.0979,0.00191277,23.8215,4.223 4.0047 4.5959 4.6167 4.2685,4.0047,4.5,1.0,4.0047,4.3418,4.0047,,1.86,
80,IBIKAJ,10.1021/jacs.1c06567,"Li Yao, Zhouxiaosong Zeng, Chengkun Cai, Peng Xu, Honggang Gu, Liang Gao, Junbo Han, Xiaowei Zhang, Xi Wang, Xiao Wang, Anlian Pan, Jian Wang, Wenxi Liang, Shiyuan Liu, Chao Chen, Jiang Tang",J.Am.Chem.Soc. ,2021,143.0,16095,[NH3+][C@@H](C)c1ccccc1,[NH3+][C@@H](C)c1ccccc1,P212121,19,298.0,7.6901,13.0149,33.3761,90.0,90.0,90.0,3340.476,4,5.79,alpha,Bi,I,2.9263,2.9649,3.2624,3.1054,3.2782,3.066,92.084,94.26,92.052,171.632,90.634,170.498,92.072,91.602,91.482,86.196,82.646,90.27,86.446,173.16,90.993,3.1005,0.00188962,23.9976,4.0028 4.599 4.6183 4.2756,4.0028,3.5,1.0,4.0028,4.3739,4.0028,,1.86,
81,IBIKAJ01,10.1021/acs.jpclett.2c00698,"Zhen Li, Yan Yan, Mu-Sen Song, Jia-Yu Xin, Hai-Yu Wang, Hai Wang, Yu Wang",J.Phys.Chem.Lett. ,2022,13.0,4073,[NH3+][C@@H](C)c1ccccc1,[NH3+][C@@H](C)c1ccccc1,P212121,19,293.0,7.6921,13.0191,33.383,90.0,90.0,90.0,3343.114,4,4.01,alpha,Bi,I,2.9238,2.966,3.2638,3.107,3.2798,3.067,92.112,94.264,92.084,171.719,90.628,170.431,92.055,91.527,91.474,86.184,82.684,90.296,86.426,173.224,90.987,3.1013,0.00191853,23.8976,4.0044 4.6039 4.6228 4.277,4.0044,3.5,1.0,4.0044,4.377,4.0044,,1.86,
82,ICSD_421459,10.1002/zaac.201000069,"M.Erbe, D.Koehler, M.Ruck",Z.Anorg.Allg.Chem.,2010,636.0,1513,[Mn+2],[Mn+2].O.O.O.O.O.O.O.O,P121/c1,14,293.0,7.6039,13.156,13.9837,90.0,97.438,90.0,1387.12,2,0.0298,alpha,Bi,I,2.9297,2.9672,3.1998,3.1058,3.2812,3.0379,96.304,88.081,92.652,171.687,89.609,174.46,87.145,91.689,92.827,89.278,84.08,90.58,90.019,177.729,87.712,3.0869,0.00161429,10.0676,4.2926 4.2926 3.9104 3.9104 4.2569 4.2569,3.9104 3.9104,6.0,2.0,3.9104,4.1533,3.9104,,1.9,
83,ICSD_430261,10.1021/acs.inorgchem.5b02729,"N.A.Yelovik, A.V.Mironov, M.A.Bykov, A.N.Kuznetsov, A.V.Grigorieva, Z.Wei, E.V.Dikarev, A.V.Shevelkov",Inorg.Chem.,2016,55.0,4132,[K+],[K+].O,P121/n1,14,100.0,7.905,7.7718,18.233,90.0,97.45,90.0,1110.7,4,0.069,alpha,Bi,I,2.9857,3.023,3.2408,3.1633,3.2899,3.1081,96.979,92.255,93.892,176.165,90.347,173.835,88.454,90.02,94.922,88.551,86.456,93.184,93.106,179.896,87.873,3.1351,0.00170528,12.4766,4.0404 4.0404 4.1434 4.1434 4.3389 4.3407 4.3407 4.9404 3.8896 3.8896 3.9566,4.0404 4.0404 4.1434 4.1434 3.8896 3.8896 3.9566,11.0,7.0,3.8896,4.1876,4.0148,indirect,1.76,
84,ICSD_430262,10.1021/acs.inorgchem.5b02729,"N.A.Yelovik, A.V.Mironov, M.A.Bykov, A.N.Kuznetsov, A.V.Grigorieva, Z.Wei, E.V.Dikarev, A.V.Shevelkov",Inorg.Chem.,2016,55.0,4132,[Li+],[Li+].O.O.O.O.O,C12/c1,15,295.0,12.535,16.0294,7.6214,90.0,107.189,90.0,1462.95,4,0.029,alpha,Bi,I,2.9503,2.9503,3.2493,3.0848,3.2493,3.0848,97.049,91.085,96.422,170.208,87.416,170.208,87.416,91.085,96.422,86.259,81.382,89.359,89.359,174.222,86.259,3.0948,0.00156092,22.8148,4.4182 4.4182 4.4182 4.4182 4.7577 4.7577 4.7577 4.7577 4.3011 4.3011 4.3011 4.3011,,12.0,0.0,4.3011,4.4923,4.3011,indirect,1.7,
85,ICSD_430263,10.1021/acs.inorgchem.5b02729,"N.A.Yelovik, A.V.Mironov, M.A.Bykov, A.N.Kuznetsov, A.V.Grigorieva, Z.Wei, E.V.Dikarev, A.V.Shevelkov",Inorg.Chem.,2016,55.0,4132,[Mg+2],[Mg+2].O.O.O.O.O.O.O.O,P121/a1,14,295.0,13.927,13.1225,7.559,90.0,97.14,90.0,1370.74,2,0.031,alpha,Bi,I,2.9219,2.968,3.1951,3.1013,3.2715,3.0343,96.033,88.434,92.546,172.135,89.718,174.509,87.354,91.644,93.004,89.262,83.999,90.203,89.506,177.659,88.171,3.082,0.00157875,9.4842,4.2868 4.2868 3.8794 3.8794 4.2322 4.2322,3.8794 3.8794,6.0,2.0,3.8794,4.1328,3.8794,indirect,1.73,
86,ICSD_430264,10.1021/acs.inorgchem.5b02729,"N.A.Yelovik, A.V.Mironov, M.A.Bykov, A.N.Kuznetsov, A.V.Grigorieva, Z.Wei, E.V.Dikarev, A.V.Shevelkov",Inorg.Chem.,2016,55.0,4132,[Mn+2],[Mn+2].O.O.O.O.O.O.O.O,P121/c1,14,295.0,7.606,13.137,14.026,90.0,97.14,90.0,1390.61,2,0.065,alpha,Bi,I,2.9211,2.9636,3.2068,3.0991,3.2814,3.0415,96.085,88.427,92.881,172.007,89.596,174.361,87.43,91.548,92.924,88.97,84.098,90.482,89.819,177.448,87.645,3.0856,0.00169975,9.7474,4.3042 4.3042 3.9172 3.9172 4.2765 4.2765,3.9172 3.9172,6.0,2.0,3.9172,4.166,3.9172,indirect,1.73,
87,ICSD_83806,10.1002/cber.19971300904,"J.Beck, M.Kasper, A.Stankowski",Chem.Ber.,1997,130.0,1189,[Te+]1=[Te+][Te][Te]1,[Te+]1=[Te+][Te][Te]1,P-1,2,295.0,7.26,7.737,9.018,92.95,102.23,92.87,493.43,1,0.059,alpha,Bi,Br,2.6377,2.7504,2.9759,3.0329,3.1765,2.7435,91.17,87.32,95.456,174.822,93.943,174.335,86.821,93.929,93.496,87.888,87.69,92.055,85.736,170.588,84.857,2.8862,0.00428975,13.6621,3.6385 3.6385 3.75 3.8266 3.8266 4.1264 4.1264,3.6385 3.6385 3.75,7.0,3.0,3.6385,3.8476,3.6757,,,
88,ICSD_9460,,"B.Kruss, M.L.Ziegler","Z.Naturforsch.Teil B.: Anorg.Chem.,Org.Chem.",1972,27.0,1282,S1SN=[S+][N-][S+]=N1,S1SN=[S+][N-][S+]=N1,P-1,2,,9.318,7.461,9.318,87.008,112.343,103.313,582.62,2,0.099,alpha,Bi,Cl,2.4997,2.6016,2.8479,2.8401,3.0424,2.6313,91.11,88.826,90.213,171.721,90.007,171.563,87.676,90.414,91.914,83.887,90.856,96.523,97.98,179.538,81.808,2.7438,0.00446594,20.3029,3.8238,,1.0,0.0,3.8238,3.8238,3.8238,,,
89,IFEDUW,10.1002/chem.202202916,"Wen-Juan Wei, Hong-Qiang Gao, Xiao-Hua Luo, Yun-Zhi Tang",Chem.-Eur.J. ,2023,29.0,e2022029,CC[NH+](C(C)C)C(C)C,CC[NH+](C(C)C)C(C)C,P21/c,14,293.0,9.6756,19.0968,8.3327,90.0,94.984,90.0,1533.837,4,2.66,alpha,Sb,Cl,2.3561,2.4143,3.0789,2.4764,3.7896,2.8076,90.4,84.248,88.751,147.783,84.662,174.582,92.908,69.467,87.89,87.831,114.954,90.765,116.222,173.371,70.2,2.8205,0.03153443,200.4943,4.823,,1.0,0.0,4.823,4.823,4.823,,,
90,IFEDUW01,10.1002/chem.202202916,"Wen-Juan Wei, Hong-Qiang Gao, Xiao-Hua Luo, Yun-Zhi Tang",Chem.-Eur.J. ,2023,29.0,e2022029,CC[NH+](C(C)C)C(C)C,CC[NH+](C(C)C)C(C)C,P21/c,14,150.0,9.6468,18.8489,8.2894,90.0,94.696,90.0,1502.215,4,2.79,alpha,Sb,Cl,2.3652,2.4261,3.0429,2.4865,3.7317,2.8081,89.778,83.204,88.575,147.759,84.101,172.954,92.427,69.861,87.805,88.043,116.154,90.837,116.105,172.672,70.82,2.8101,0.02857054,203.387,4.7623,,1.0,0.0,4.7623,4.7623,4.7623,,,
91,IMEKES,10.1039/C6DT01032F,"S.Pandey, A.P.Andrews, A.Venugopal",Dalton Trans. ,2016,45.0,8705,[NH3+]c1c(C(C)C)cccc1C(C)C,[NH3+]c1c(C(C)C)cccc1C(C)C,C2221,20,296.0,17.363,24.704,9.8942,90.0,90.0,90.0,4243.974,8,2.8,gamma,Bi,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indirect,2.07,
92,IMEKES01,10.1039/C6DT01032F,"S.Pandey, A.P.Andrews, A.Venugopal",Dalton Trans. ,2016,45.0,8705,[NH3+]c1c(C(C)C)cccc1C(C)C,[NH3+]c1c(C(C)C)cccc1C(C)C,C2221,20,85.0,17.29,24.7674,9.8852,90.0,90.0,90.0,4233.123,8,3.19,gamma,Bi,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indirect,2.07,
93,IMEKES02,10.1039/C6DT01032F,"S.Pandey, A.P.Andrews, A.Venugopal",Dalton Trans. ,2016,45.0,8705,[NH3+]c1c(C(C)C)cccc1C(C)C,[NH3+]c1c(C(C)C)cccc1C(C)C,C2221,20,296.0,17.3001,24.7219,9.8813,90.0,90.0,90.0,4226.146,8,3.05,gamma,Bi,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indirect,2.07,
94,IMEMOC,10.1016/S1293-2558(03)00130-4,"S.Chaabouni, A.Hadrich, F.Romain, A.B.Salah",Solid State Sciences ,2003,5.0,1041,C[NH+](C)c1ccc(C)cc1,Cc1ccc(cc1)[NH+](C)C,Cc,9,293.0,13.78,14.943,8.192,90.0,113.391,90.0,1548.221,4,4.94,alpha,Sb,Cl,2.3646,2.4108,2.9403,2.4469,3.5914,2.933,91.156,85.927,93.176,148.283,83.523,172.111,90.435,86.401,96.52,82.421,99.921,90.441,118.437,172.346,65.412,2.7812,0.02429012,154.0828,3.9069 3.9069,,2.0,0.0,3.9069,3.9069,3.9069,indirect,3.47,
95,IMEMOC01,10.1021/acs.cgd.2c00257,"Fafa Wu, Qingyin Wei, Xiaoqi Li, Yi Liu, Weiqi Huang, Qin Chen, Bingxuan Li, Junhua Luo, Xitao Liu",Cryst.Growth Des. ,2022,22.0,3875,C[NH+](C)c1ccc(C)cc1,C[NH+](C)c1ccc(C)cc1,Cc,9,293.0,13.7784,14.942,8.2044,90.0,113.437,90.0,1549.742,4,2.69,alpha,Sb,Cl,2.3592,2.4063,2.9405,2.4492,3.5905,2.9331,91.274,85.923,93.055,148.317,83.566,172.157,90.596,86.52,96.288,82.252,99.701,90.683,118.548,172.385,65.33,2.7798,0.02442131,154.4712,3.9114 3.9114,,2.0,0.0,3.9114,3.9114,3.9114,indirect,3.47,
96,IMUHEG,10.1002/slct.202004010,"Xinru Hu, Jilin Wang, Wenhui Mao, Guoyuan Zheng, Shuyi Mo, Nan Tian, Bing Zhou, Fei Long, Zhengguang Zou",Chem. Sel. ,2021,6.0,1099,[nH+]1c(N)cc(C)cc1,[nH+]1c(N)cc(C)cc1,P21/c,14,293.0,7.9735,12.3244,15.3743,90.0,90.515,90.0,1510.75,4,9.62,alpha,Bi,I,2.9439,2.9502,3.2842,3.0884,3.2635,3.0985,99.185,90.918,94.536,167.149,86.584,168.002,87.692,89.915,92.721,85.057,81.209,94.335,94.882,178.731,83.921,3.1048,0.0018581,28.3168,4.1971 4.1971 4.7468 4.7468 4.1592 4.1592 4.7531 4.7531,4.1971 4.1971 4.1592 4.1592,8.0,4.0,4.1592,4.464,4.1782,indirect,1.6,No correction on sample mirror reflectance
97,IZUXAF,10.1039/D1TC01730F,"A.A.Babaryk, Y.Perez, M.Martinez, M.E.G.Mosquera, M.H.Zehender, S.A.Svatek, E.Antolin, P.Horcajada",J.Mater.Chem.C ,2021,9.0,11358,[nH]1c[nH+]c2ccccc12,[nH]1c[nH+]c2ccccc12.O,P-1,2,200.0,7.6497,9.884,11.3982,74.923,86.234,83.591,826.344,2,3.49,alpha,Bi,I,2.9093,2.9232,3.2646,3.1207,3.3548,3.1068,95.093,88.306,96.088,171.025,89.61,174.881,90.371,93.616,95.092,85.455,83.153,88.747,86.009,171.737,87.461,3.1132,0.00273527,17.8772,4.3223 4.3223 4.0754 3.8519,4.0754 3.8519,4.0,2.0,3.8519,4.143,3.9636,direct,2.08,
98,IZUXAF01,10.1039/D4QI01139B,"Guang-Ning Liu, Cheng-Cheng Gao, Fangzheng Qi, Wen-Tong Chen, Ning-Ning Zhang, Yiqiang Sun, Huaiqing Zhao, Guozhu Chen, Cuncheng Li",Inorg.Chem.Front. ,2024,11.0,4364,[nH]1c[nH+]c2ccccc12,[nH]1c[nH+]c2ccccc12.O,P-1,2,293.0,7.6459,9.891,11.4115,74.82,86.247,83.582,827.08,2,2.63,alpha,Bi,I,2.9018,2.9203,3.272,3.0904,3.352,3.0855,95.023,88.518,96.216,171.036,89.498,174.519,90.162,93.496,95.151,85.289,83.194,89.051,86.532,171.84,86.965,3.1037,0.00285286,17.7957,4.0767 3.8786,4.0767 3.8786,2.0,2.0,3.8786,3.9776,3.9776,,2.07,
99,IZUXEJ,10.1039/D1TC01730F,"A.A.Babaryk, Y.Perez, M.Martinez, M.E.G.Mosquera, M.H.Zehender, S.A.Svatek, E.Antolin, P.Horcajada",J.Mater.Chem.C ,2021,9.0,11358,[nH]1c[nH+]c2ccccc12,[nH]1c[nH+]c2ccccc12,Pbcn,60,293.0,12.2729,15.9359,7.7389,90.0,90.0,90.0,1513.572,4,2.39,alpha,Bi,I,2.9439,2.9439,3.2944,3.0783,3.2944,3.0783,102.252,89.406,91.674,167.301,86.634,167.301,86.634,89.406,91.674,88.025,79.485,94.049,94.049,177.307,88.025,3.1055,0.00216146,30.0215,4.3605 4.3605 4.3605 4.3605 4.7838 4.7838 4.7838 4.7838,,8.0,0.0,4.3605,4.5722,4.3605,direct,2.01,
100,JANFOW,10.1021/acs.inorgchem.6b02287,"H.A.Evans, J.G.Labram, S.R.Smock, Guang Wu, M.L.Chabinyc, R.Seshadri, Fred Wudl",Inorg.Chem. ,2017,56.0,395,C1=[S+]C([S]=C1)=c2sccs2,C1=[S+]C([S]=C1)=c2sccs2,Cc,9,296.0,7.6774,31.819,14.1598,90.0,104.535,90.0,3348.349,4,3.57,alpha,Bi,I,2.9064,2.9582,3.2275,3.1044,3.2726,3.0749,96.471,95.823,96.559,171.446,86.571,166.168,86.732,87.947,97.391,85.538,80.668,89.566,90.937,174.448,85.632,3.0907,0.00189518,33.1261,3.941 4.7766 3.8935 4.4325,3.941 3.8935,4.0,2.0,3.8935,4.2609,3.9172,CC,,
101,JEFGEG,10.1016/S0020-1693(00)83234-X,"D.J.Williams, P.H.Poor, G.Ramirez, D.Vanderveer",Inorg.Chim.Acta ,1989,165.0,167,C[n+]1ccn(C)c1SSc1[n+](C)ccn1C,C[n+]1ccn(C)c1SSc1[n+](C)ccn1C,P21/c,14,295.0,16.25,12.94,11.93,90.0,99.47,90.0,2474.394,4,0.0,no data,Sb,Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,KEMBOW,10.1039/C7DT03622A,"A.Gagor, G.Banach, M.Weclawik, A.Piecha-Bisiorek, R.Jakubas",Dalton Trans. ,2017,46.0,16605,[nH+]1c(C)[nH]cc1,[nH]1c(C)[nH+]cc1,C2/c,15,330.0,13.5504,12.8989,7.8275,90.0,94.392,90.0,1364.114,4,2.73,alpha,Sb,I,2.8278,2.8278,3.2567,3.0262,3.2567,3.0262,93.28,90.36,93.88,172.901,88.145,172.901,88.145,90.36,93.88,85.527,86.689,92.327,92.327,177.054,85.527,3.0369,0.0033305,9.9833,4.3684 4.3684 4.3684 4.3684 3.9778 3.9778 3.9778 3.9778,3.9778 3.9778 3.9778 3.9778,8.0,4.0,3.9778,4.1731,3.9778,,2.17,
103,KEZJOO,CCDC 1195927,"S.S.Nagapetyan, A.R.Arakelova, E.A.Ziger, V.M.Koshkin, Yu.T.Struchkov, V.E.Shklover",Russ.J.Inorg.Chem ,1989,34.0,2244,c1ccc2c(c1)ccc[nH+]2,c1ccc2c(c1)ccc[nH+]2,Cc,9,295.0,16.083,14.826,7.699,90.0,118.09,90.0,1619.559,4,3.3,alpha,Bi,I,2.9052,2.912,3.3181,3.0813,3.2972,3.1043,94.568,90.865,93.87,172.475,88.759,173.763,89.824,91.801,94.539,86.75,83.004,88.631,90.148,174.717,86.744,3.103,0.00277053,12.183,4.2198 4.2198 4.8128 4.8128 4.7734 4.7734,,6.0,0.0,4.2198,4.602,4.2198,,,
104,KOYNIZ,10.1039/D4QI01139B,"Guang-Ning Liu, Cheng-Cheng Gao, Fangzheng Qi, Wen-Tong Chen, Ning-Ning Zhang, Yiqiang Sun, Huaiqing Zhao, Guozhu Chen, Cuncheng Li",Inorg.Chem.Front. ,2024,11.0,4364,n1(C)c[n+](C)c2ccccc12,n1(C)c[n+](C)c2ccccc12,P-1,2,293.0,7.6058,10.8679,11.5758,79.148,77.92,72.081,882.344,2,2.99,alpha,Bi,I,2.9193,2.9272,3.2858,3.0734,3.2879,3.0986,93.405,89.327,96.431,172.355,88.952,175.223,88.549,93.291,96.14,87.25,84.251,87.821,87.421,172.655,86.669,3.0987,0.00230925,15.2952,3.9531 4.843 4.8807 4.8807,3.9531,4.0,1.0,3.9531,4.6394,3.9531,,2.12,
105,KOYNIZ01,10.1016/j.seppur.2024.130998,"Y.Y.Wang, Y.Q.Wang, L.X.Bao, C.Wang, Zh.Wang, H.Zhu, H.J.Wang",Sep.Purif.Technol.,2025,360.0,130998,n1(C)c[n+](C)c2ccccc12,n1(C)c[n+](C)c2ccccc12,P-1,2,150.0,7.6031,10.8678,11.5699,79.193,77.972,72.053,881.681,2,3.59,alpha,Bi,I,2.9169,2.9271,3.284,3.0708,3.2865,3.098,93.479,89.33,96.445,172.347,88.912,175.109,88.523,93.213,96.265,87.183,84.261,87.783,87.435,172.603,86.671,3.0972,0.00230849,15.4979,3.9505 4.8338 4.8823 4.8823,3.9505,4.0,1.0,3.9505,4.6372,3.9505,indirect,2.01,
106,KOZMAN01,10.1039/dt9960000443,"C.J.Carmalt, L.J.Farrugia, N.C.Norman","J.Chem.Soc.,Dalton Trans. ",1996,,443,C1COCCOCCOCCOCCOCCO1.[Bi+](Br)Br,C1COCCOCCOCCOCCOCCO1.[Bi+](Br)Br,P-1,2,295.0,8.3265,11.169,15.064,109.846,97.841,103.309,1246.606,2,2.96,alpha,Bi,Br,2.6486,2.6562,3.2028,2.7962,3.0908,2.9108,94.402,89.01,93.414,165.181,85.002,161.888,87.223,88.782,92.275,74.808,92.445,105.752,101.202,178.299,80.408,2.8842,0.00521174,70.3414,4.3096,,0.5,0.0,4.3096,4.3096,4.3096,,,
107,KUVCUZ,10.1524/zkri.1992.202.14.281,"J.Belz, R.Weber, A.Roloff, B.Ross",Z.Krist.Cryst.Mater. ,1992,202.0,281,[NH3+]C(C)(C)C,[NH3+]C(C)(C)C,P21/n,14,295.0,7.052,20.018,8.452,90.0,95.31,90.0,1188.023,2,5.2,alpha,Sb,Cl,2.3714,2.4515,2.8902,2.99,3.4396,2.4093,91.109,84.82,83.23,164.877,92.916,175.485,82.326,103.86,92.022,95.193,80.29,90.138,100.657,173.101,84.536,2.7587,0.01972934,54.7431,3.5459 3.9819 3.9819,3.5459,3.0,1.0,3.5459,3.8366,3.5459,,,
108,LEVSEL,10.1088/0953-8984/18/22/009,"B.Kulicka, V.Kinzhybalo, R.Jakubas, Z.Ciunik, J.Baran, W.Medycki",J.Phys.:Condens.Matter ,2006,18.0,5087,[nH+]1ccc(N)cc1,[nH+]1ccc(N)cc1,C2/c,15,260.0,13.2196,13.4983,7.3256,90.0,120.509,90.0,1126.214,4,5.56,alpha,Bi,Cl,2.5105,2.5105,3.0038,2.7288,3.0038,2.7288,92.834,89.535,90.788,173.928,90.543,173.928,90.543,89.535,90.788,83.831,88.664,94.792,94.792,178.084,83.831,2.7477,0.00539561,12.1927,3.7374 3.7374 3.7374 3.7374 4.0081 4.0081 4.0081 4.0081,,8.0,0.0,3.7374,3.8728,3.7374,,,
109,LEVSEL01,10.1088/0953-8984/18/22/009,"B.Kulicka, V.Kinzhybalo, R.Jakubas, Z.Ciunik, J.Baran, W.Medycki",J.Phys.:Condens.Matter ,2006,18.0,5087,[nH+]1ccc(N)cc1,[nH+]1ccc(N)cc1,P21/c,14,100.0,11.175,13.595,7.2746,90.0,93.743,90.0,1102.83,4,2.28,alpha,Bi,Cl,2.4901,2.5451,2.9595,2.7404,3.0612,2.7256,92.594,85.921,92.19,169.807,90.043,174.275,89.358,95.311,90.464,85.179,86.818,95.061,94.318,177.765,83.48,2.7536,0.00551428,16.1032,3.709 3.7749 3.7749 3.7434 4.1594 4.1594,,6.0,0.0,3.709,3.8868,3.709,,,
110,LEWKEG,10.1039/C8DT00864G,"Tianyue Li, Qifei Wang, G.S.Nichol, C.A.Morrison, Hongwei Han, Yue Hu, N.Robertson",Dalton Trans. ,2018,47.0,7050,[NH3+]c1nccs1,[NH3+]c1nccs1,Pbca,61,120.0,18.5429,7.53048,19.1421,90.0,90.0,90.0,2672.944,8,4.12,alpha,Bi,I,2.9219,2.9511,3.2135,3.1275,3.2648,2.9511,99.258,89.35,94.574,170.8,89.646,168.838,85.298,89.817,97.348,86.952,81.839,89.748,87.629,174.609,87.683,3.0716,0.0019791,24.5692,4.3294 3.8835 3.8835 3.8618 3.8618 4.5251,3.8835 3.8835 3.8618 3.8618,6.0,4.0,3.8618,4.0575,3.8726,direct,1.78,
111,LEWKEG01,10.5517/ccdc.csd.cc1pf138,"Tianyue Li, G.S.Nichol",Thesis ,2019,,,[NH3+]c1nccs1,[NH3+]c1nccs1,Pbca,61,120.0,18.5429,7.53048,19.1421,90.0,90.0,90.0,2672.944,8,4.12,no data,Bi,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direct,1.78,
112,LEYHEC,10.1007/BF01670357,"A.Cornia, A.C.Fabretti, R.Grandi, W.Malavasi",J.Chem.Cryst. ,1994,24.0,277,[nH+]1ncsc1N,[nH+]1ncsc1N.n1ncsc1N,P21/a,14,295.0,7.622,18.977,12.821,90.0,102.77,90.0,1808.594,4,3.2,alpha,Bi,I,2.9168,2.9291,3.2511,3.0574,3.3187,3.115,92.373,95.248,94.753,176.677,91.625,172.134,90.267,88.095,95.83,87.167,84.41,85.916,88.533,170.989,85.054,3.098,0.00235206,16.242,4.4762 5.167 5.167 4.9549 4.9549,,5.0,0.0,4.4762,4.944,4.4762,,,
113,LIYGIJ,10.1515/mgmc.1999.22.7.439,"J.S.Casas, E.E.Castellano, M.D.Couce, A.Sanchez, J.Sordo, C.Taboada, E.M.Vazquez-Lopez",Main Group Met.Chem. ,1999,22.0,439,Cc1c(sc[n+]1Cc2c[nH+]c(nc2N)C)CCO,Cc1c(sc[n+]1Cc2c[nH+]c(nc2N)C)CCO.CC#N,P-1,2,295.0,10.606,10.801,13.272,110.78,92.62,101.65,1380.714,2,4.89,alpha,Sb,Cl,2.371,2.4078,3.0097,2.7876,3.6098,2.5063,89.993,81.196,87.214,159.231,89.348,169.308,89.866,74.312,91.076,84.006,114.736,94.524,95.192,175.412,87.99,2.782,0.02557026,135.549,3.7322,,1.0,0.0,3.7322,3.7322,3.7322,,,
114,NACNOX,10.1039/C5DT04464B,"S.A.Adonin, I.D.Gorokh, P.A.Abramov, P.E.Plyusnin, M.N.Sokolov, V.P.Fedin",Dalton Trans. ,2016,45.0,3691,C[n+]1ccccc1,C[n+]1ccccc1,P21/c,14,130.0,7.47341,13.3443,12.4703,90.0,91.9932,90.0,1242.878,4,2.19,alpha,Bi,Br,2.6789,2.6812,3.0953,2.8801,3.1207,2.8778,91.73,89.613,93.399,175.718,90.368,175.068,90.643,89.603,93.61,84.54,89.398,91.126,90.654,174.233,85.487,2.889,0.00366972,7.3337,3.8943 3.8943 3.9548 3.9548 4.2472 4.2472,,6.0,0.0,3.8943,4.0321,3.8943,,,
115,NAKLER,10.1088/0953-8984/16/46/004,"B.Kulicka, R.Jakubas, G.Bator, Z.Ciunik, W.Medycki",J.Phys.:Condens.Matter ,2004,16.0,8155,[nH+]1c(N)cccc1,Nc1[nH+]cccc1,P21/c,14,100.0,12.4841,13.1056,7.4915,90.0,105.843,90.0,1179.136,4,3.01,alpha,Sb,Br,2.5487,2.585,3.1196,2.7507,3.2937,2.8811,94.841,88.311,88.917,171.016,86.65,176.222,92.102,84.216,91.102,90.037,92.346,86.997,100.039,174.735,84.438,2.8631,0.00895297,20.3647,3.7139 3.8649 3.8649 3.6505 4.4777 4.4777,3.7139 3.6505,6.0,2.0,3.6505,4.0083,3.6822,,,
116,NAKLIV,10.1088/0953-8984/16/46/004,"B.Kulicka, R.Jakubas, G.Bator, Z.Ciunik, W.Medycki",J.Phys.:Condens.Matter ,2004,16.0,8155,[nH+]1c(N)cccc1,Nc1[nH+]cccc1,P21/c,14,100.0,11.3199,25.6398,7.5446,90.0,91.833,90.0,2188.624,8,3.89,alpha,Sb,Cl,2.3766,2.4112,3.0468,2.6436,3.2931,2.6751,93.042,85.092,87.446,167.212,86.585,176.574,90.411,83.934,89.953,90.242,97.592,89.199,104.896,174.0,81.083,2.7411,0.01512476,43.1264,3.6898 3.8954 3.8219 4.2128 3.8467 4.0064,,6.0,0.0,3.6898,3.9122,3.6898,,,
